bio,country,diocese,from,name,source_link,to
"He was promoted Bishop of Leighlin by the Pope on 11 April 1527.[3] Appointed He swore the Oath of Supremacy at Clonmel early in 1539;[4] and died 23 (or 24) December 1549; buried at St Laserian's Cathedral, Old Leighlin",Romania,Leighlin,1527.0,Matthew Sanders,http://www.catholic-hierarchy.org/diocese/dl201.html,1549.0
,Romania,Leighlin,1541.0,Thomas Leverus,http://www.catholic-hierarchy.org/diocese/dl201.html,1555.0
,Romania,Leighlin,1555.0,Thomas O’Fihely,http://www.catholic-hierarchy.org/diocese/dl201.html,1567.0
"He was born at Villacastín.[1] He joined the Society of Jesus in 1570, and taught at the University of Salamanca. He acted as confessor to Teresa of Avila. He died in 1591 at the age of fifty-four, one year after the publication of his work In Sacrum Beati Ioannis Apostoli, & Evangelistiae Apocalypsin Commentarij.[2]In the late Middle Ages and in the wake of the Protestant Reformation, accusations of being the Antichrist were levied against the Pope. Amidst the controversy, Ribera  in 1585 began writing a lengthy (500 page) commentary on the Book of Revelation, titled In Sacrum Beati Ioannis Apostoli, & Evangelistiae Apocalypsin Commentarii, proposing that the first chapters of the Apocalypse applied to ancient pagan Rome, and the rest referred to a yet future period of 3½ literal years, immediately prior to the second coming. During that time, the Roman Catholic Church would have fallen away from the pope into apostasy. Then, he proposed, the Antichrist, a single individual, would:To accomplish this, Ribera understood the 1260 days and 42 months and 3½ times of prophecy literally, rejecting an interpretation as 1260 years.Futurism (Christianity) is the proposal that the Book of Revelation does not bear the application to the Middle Ages or the papacy, rather the ""future"" (more particularly to a period immediately prior to the Second Coming). The Dictionary of Premillennial Theology (1997)  states that Ribera was an Augustinian amillennialist, whose form of futurism  proposed that only the introductory chapters of ""Revelation referred to ancient Rome, and the remainder referred to a literal three and half years at the end of time.  His interpretation was then followed by Robert Bellarmine and the Spanish Dominican Thomas Malvenda.[2][5]",Romania,Leighlin,1586.0,Francisco de Ribera,http://www.catholic-hierarchy.org/diocese/dl201.html,1604.0
,Romania,Leighlin,1642.0,Edmund Dempsey,http://www.catholic-hierarchy.org/diocese/dl201.html,1658.0
"He was born in County Meath, son of John Netterville of Dowth and Alison St Lawrence, daughter of Nicholas St Lawrence, 4th Baron Howth.[1] His family had a long association with the law: the first recorded member of the family in Ireland was Nicholas de Netterville, who was appointed  a judge of the Court of Common Pleas (Ireland) in 1301. John's cousin and brother-in-law Thomas Netterville was a judge of the Court of King's Bench (Ireland), and after John's death his widow remarried  yet another  High Court judge, Sir Patrick White.[2]In 1555 Netterville  in his capacity as owner of Dowth was involved in litigation with another High Court judge,  Walter Kerdiff.  In 1558 he served on a commission to inquire into the lands held by  Gerald FitzGerald, 11th Earl of Kildare. The following year he was appointed second justice of the Court of King's Bench. In 1560 he sat on a commission to inquire into martial law in Meath, but died later the same year.[3]Some years after his death the Lord Deputy of Ireland, Sir Henry Sidney,  described Luke in disparaging terms as   a man who was ""but second justice of one of the Benches...... of mean family.......born to nothing."" [4]"" This  attack  was in the course of an attempt to damage the career of Luke's son Richard,  who was one of Sidney's bitterest enemies, and there is no reason to think that  his low opinion of Luke was widely shared.Luke married Margaret Luttrell, daughter of Sir Thomas Luttrell,  Chief Justice of the Irish Common Pleas,  and had two sons:",Romania,Armagh,1220.0,Luke Netterville,http://www.catholic-hierarchy.org/diocese/darma.html,1227.0
,Romania,Armagh,1240.0,Albert Suerber,http://www.catholic-hierarchy.org/diocese/darma.html,1247.0
,Romania,Armagh,1247.0,Reginald,http://www.catholic-hierarchy.org/diocese/darma.html,1256.0
,Romania,Armagh,1272.0,Nicolas McMaolissa,http://www.catholic-hierarchy.org/diocese/darma.html,1303.0
"FitzRalph was born into a well-off burgess family of Anglo-Norman/Hiberno-Norman descent in Dundalk, Ireland. He is noted as an ex-fellow and teacher of Balliol College, at the University of Oxford in 1325 (which is the earliest known record of him).[citation needed] By 1331, he was a Regent master in Theology, and soon after was made Vice-Chancellor of the University; this was an almost unparalleled achievement for someone still in his early thirties, let alone an Irishman (although Prince, in his ""Worthies of Devon"" makes the case for him being a Devonian).[1]As Vice-Chancellor, FitzRalph was faced with the crisis caused by the famous secession of masters and students to Stamford in Lincolnshire, and it is thought that this issue may have caused his first visit to the Papal Court at Avignon in 1334. He returned to England the following year having been appointed Dean of Lichfield — ""notwithstanding that he has canonries and prebends of Crediton and Bosham, and has had provision made for him of the Chancellorship of Lincoln and the canonries and prebends of Armagh and Exeter, all of which he is to resign."" In 1337 he was again compelled to visit Avignon, where he remained till 1344. On 31 July 1346, he was consecrated Archbishop of Armagh. In both of these positions, he was revered as thoughtful and competent administrator.From 1344, FitzRalph began to keep an account in diary form of his sermons. The shorter, less consequential ones were summarised, while the longer, more learned theological sermons were written in full. This was especially true for those he preached at Avignon. Both forms were written in Latin, and show his love of learning, shared by friends such as Richard of Bury. He is also believed to have sent many of his priests to study at Oxford to further their learning. His writings include his thoughts on infinity, predestination and free will. Like his fellow Irishmen Henry Crumpe and Dr. John Whitehead he was involved in controversy with the Franciscan friars.The texts demonstrate that FitzRalph was pre-occupied with social problems in Ireland – twenty-nine sermons were given in Dundalk, Drogheda, Dublin and various places in Meath to churchmen (whom he criticised for their laxity of vocation), merchants (whom he attacked for wasteful extravagances and underhanded trading practises) and the general population, among whom he was very popular as a preacher. At a time of often hostile racial relations between the colonists and natives, he took an honourable stand in denouncing discrimination against the Gaelic Irish. At times severe, this was balanced by his very fair and serious approach as pastor of his flock, be they English, Anglo-Irish, or Gaelic.",Romania,Armagh,1346.0,Richard FitzRalph,http://www.catholic-hierarchy.org/diocese/darma.html,1360.0
,Romania,Armagh,1381.0,John Colton,http://www.catholic-hierarchy.org/diocese/darma.html,1404.0
"He was Dean of St Patrick’s Cathedral, Dublin[2]  from 1401[3] until 1428; Archdeacon of Armagh from 1431 to 1439[4] and Archbishop of Armagh from 1439 until his death on 13 June 1443.[5]",Romania,Armagh,1439.0,John Prene,http://www.catholic-hierarchy.org/diocese/darma.html,1443.0
,Romania,Armagh,1443.0,John Mey,http://www.catholic-hierarchy.org/diocese/darma.html,1456.0
,Romania,Armagh,1457.0,John Bole,http://www.catholic-hierarchy.org/diocese/darma.html,1471.0
,Romania,Armagh,1471.0,John Foxalls,http://www.catholic-hierarchy.org/diocese/darma.html,1474.0
,Romania,Armagh,1475.0,Edmund Connesburgh,http://www.catholic-hierarchy.org/diocese/darma.html,1477.0
,Romania,Armagh,1478.0,Ottaviano del Palagio,http://www.catholic-hierarchy.org/diocese/darma.html,1513.0
,Romania,Armagh,1513.0,John Kite (Kyte),http://www.catholic-hierarchy.org/diocese/darma.html,1521.0
"He was English by birth, a descendant of the Cromer (also spelt Crowemer) family of Tunstall, Kent and Cromer, Norfolk. Caught up in Henry's Reformation  of the Church of England, he was deprived of his see of  Armagh.[2] He  continued in place as Archbishop of Armagh,  despite suspicions from Henry about his true beliefs  and   despite being suspended  by the Pope on a charge of  heresy.[3][4]He was Lord Chancellor of Ireland  1532-4, as a placeman of Garrett, 9th Earl of Kildare, whose family dominated Irish politics   from the 1470s until  the late 1530s.[5][6]",Romania,Armagh,1521.0,George Cromer,http://www.catholic-hierarchy.org/diocese/darma.html,1539.0
,Romania,Armagh,1539.0,Robert Wauchope,http://www.catholic-hierarchy.org/diocese/darma.html,1551.0
"He was born in Drogheda, the  son of Edward Dowdall.[1] The Dowdall family came to Ireland from Dovedale in Derbyshire in the thirteenth century and settled in County Louth. Several  members of the family became distinguished lawyers and judges. George had at least one brother, Christopher, who married  Thomasine Cusack,  a member of the prominent  Cusack family of Cussington,  County Meath, and was the father of James Dowdall, who  became Lord Chief Justice of Ireland.George entered the Order of the Brethren of the Cross (colloquially known as the Crutched Friars) at an early age and became the last Prior of their house at Ardee.[2]He was appointed Primate of All Ireland by Henry VIII in 1543 to succeed George Cromer.[3] However, his   appointment  was not recognised by the Pope, who had earlier replaced Cromer with Robert Wauchope. Dowdall accepted Henry's position as Supreme Head on Earth of the Church of Ireland, but like Henry he took an anti-Protestant  theological position. This  position became unsustainable in the reign of Edward VI. Dowdall would not accept the new liturgy,  and in 1552 he withdrew to a monastery in Brabant, and was replaced by Hugh Goodacre. By this stage Wauchope had died without being  replaced. Dowdall was deprived of his Primacy, but was not formally deposed as Archbishop.[4]With Mary's accession in 1553, and the re-establishment of Roman Catholicism in Ireland, Dowall was reappointed to the see of Armagh, this time with the Pope's approval, and he held the position until his death, some three months before Mary's. He was energetic in attempting to undo the effects of the Reformation, holding two provincial synods at Drogheda to restore the constitution of the pre-Reformation Church. He was particularly zealous in depriving married clergy of their livings, but was accused of taking  the opportunity to  persecute his  personal enemies,  such as George Browne, Archbishop of Dublin.[5] He was made a member of the Privy Council of Ireland. He died in London while on official business there.[6]",Romania,Armagh,1553.0,George Dowdall,http://www.catholic-hierarchy.org/diocese/darma.html,1558.0
,Romania,Armagh,1560.0,Donagh O’Tighe,http://www.catholic-hierarchy.org/diocese/darma.html,1562.0
"Richard Creagh (born at Limerick early in the sixteenth century; died in the Tower of London about December 1586) was an Irish Roman Catholic clergyman who was the Archbishop of Armagh and Primate of All Ireland in the second half of the sixteenth century.[1]The son of a merchant, his family (see Creagh) were Gaelic-Irish but had lived in Limerick town for some generations. He followed the same calling in his youth and made many voyages to Spain. A providential escape from shipwreck led him to embrace a religious life, and after some years of study abroad he was ordained priest. Returning to Ireland, he taught school for a time at Limerick.He refused nominations for the See of Limerick and See of Cashel, but the Papal nuncio, David Wolfe, determined to conquer his humility, named him for the primacy when it became vacant, and would accept no refusal. Creagh was consecrated at Rome, and in 1564 returned to Ireland as Archbishop of Armagh.Shane O'Neill was then the most potent of the Ulster chiefs. From the first he and Creagh disagreed. O'Neill hated England; Creagh preached loyalty to England in Armagh Cathedral, even in O'Neill's presence. O'Neill retorted by burning down the cathedral.",Romania,Armagh,1564.0,Richard Creagh,http://www.catholic-hierarchy.org/diocese/darma.html,1585.0
,Romania,Armagh,1587.0,Edmund MacGauran (Magauran),http://www.catholic-hierarchy.org/diocese/darma.html,1594.0
"Peter Lombard was born in Lumellogno[7] (then a rural commune, now a quartiere of Novara, Piedmont), in northwestern Italy, to a poor family.[8]  His date of birth was likely between 1095 and 1100.His education most likely began in Italy at the cathedral schools of Novara and Lucca.  The patronage of Odo, bishop of Lucca, who recommended him to Bernard of Clairvaux, allowed him to leave Italy and further his studies at Reims and Paris. Petrus Lombardus studied first in the cathedral school at Reims, where Magister Alberich and Lutolph of Novara were teaching, and arrived in Paris about 1134,[9] where Bernard recommended him[10] to the canons of the church of St. Victor.In Paris, where he spent the next decade teaching at the cathedral school of Notre Dame, he came into contact with Peter Abelard and Hugh of St. Victor, who were among the leading theologians of the time.  There are no proven facts relating to his whereabouts in Paris until 1142 when he became recognized as writer and teacher. Around 1145, Peter became a ""magister"", or professor, at the cathedral school of Notre Dame in Paris. Peter's means of earning a living before he began to derive income as a teacher and from his canon's prebend is shrouded in uncertainty.Lombard's style of teaching gained quick acknowledgment. It can be surmised that this attention is what prompted the canons of Notre Dame to ask him to join their ranks. He was considered a celebrated theologian by 1144. The Parisian school of canons had not included among their number a theologian of high regard for some years. The canons of Notre Dame, to a man, were members of the Capetian dynasty, relatives of families closely aligned to the Capetians by blood or marriage, scions of the Île-de-France or eastern Loire Valley nobility, or relatives of royal officials. In contrast, Peter had no relatives, ecclesiastical connections, and no political patrons in France. It seems that he must have been invited by the canons of Notre Dame solely for his academic merit.",Romania,Armagh,1601.0,Peter Lombard,http://www.catholic-hierarchy.org/diocese/darma.html,1625.0
,Romania,Armagh,1626.0,Hugh McCaughwell,http://www.catholic-hierarchy.org/diocese/darma.html,1626.0
,Romania,Armagh,1628.0,Hugh O’Reilly,http://www.catholic-hierarchy.org/diocese/darma.html,1653.0
,Romania,Armagh,1657.0,Edmund O’Reilly,http://www.catholic-hierarchy.org/diocese/darma.html,1669.0
,Romania,Armagh,1669.0,St. Oliver Plunkett,http://www.catholic-hierarchy.org/diocese/darma.html,1681.0
,Romania,Emly,1444.0,Cornelius O’Cunlis,http://www.catholic-hierarchy.org/diocese/de520.html,1448.0
,Romania,Emly,1475.0,Philip O’Cathail,http://www.catholic-hierarchy.org/diocese/de520.html,1494.0
,Romania,Emly,1494.0,Donatus O’Brien,http://www.catholic-hierarchy.org/diocese/de520.html,1498.0
,Romania,Emly,1498.0,Charles McBrien,http://www.catholic-hierarchy.org/diocese/de520.html,1505.0
,Romania,Emly,1505.0,Thomas O’Hurley,http://www.catholic-hierarchy.org/diocese/de520.html,1542.0
,Romania,Emly,1550.0,Raymund Burke,http://www.catholic-hierarchy.org/diocese/de520.html,1562.0
"On 24 January 1567, he was appointed during the papacy of Pope Pius V as Bishop of Emly.[1] On 7 October 1571, he was consecrated bishop by Scipione Rebiba, Cardinal-Priest of Santa Maria in Trastevere. with Umberto Locati, Bishop of Bagnoregio, and Eustachio Locatelli, Bishop of Reggio Emilia, serving as co-consecrators.[1] He served as Bishop of Emly until his death in 1586.[1]",Romania,Emly,1567.0,Maurice MacBrien,http://www.catholic-hierarchy.org/diocese/de520.html,1586.0
"In the 1980s, his work for television included writing scripts for The Equalizer and Miami Vice. He also produced some episodes of The Equalizer. He wrote the script for the film Firebird 2015 AD in 1981.[2] His later TV efforts included writing and/or producing episodes for Baywatch, Diagnosis: Murder, 24, and La Femme Nikita.[2]In Star Trek: The Next Generation, Hurley was the series' initial head writer/show runner. His influence was substantial as he introduced creative elements on the series that are now part of the franchise, notably the Borg. It was Hurley who was responsible for the firing of Gates McFadden, who played the role of Dr. Beverly Crusher, at the end of the show's first season.[3] Executive producer Rick Berman recalled that Hurley ""had a real bone to pick""[4] with McFadden and did not like her acting. He left the series after its second season, which allowed the return of McFadden to the role of Dr. Crusher, and was replaced by Michael I. Wagner (for four episodes) and ultimately by Michael Piller.",Romania,Emly,1620.0,Maurice Hurley,http://www.catholic-hierarchy.org/diocese/de520.html,1646.0
,Romania,Cloyne,1363.0,John Swafham,http://www.catholic-hierarchy.org/diocese/dc598.html,1376.0
,Romania,Waterford and Lismore,1096.0,Malchus,http://www.catholic-hierarchy.org/diocese/dwate.html,
,Romania,Waterford and Lismore,1286.0,Walter de Fulbourn,http://www.catholic-hierarchy.org/diocese/dwate.html,1307.0
,Romania,Waterford and Lismore,1350.0,Roger Cradock,http://www.catholic-hierarchy.org/diocese/dwate.html,1361.0
"Reed was a Dominican friar.[1] He was selected as Bishop of Waterford on 9 September 1394, and transferred to Carlisle on 26 January 1396.[2]Reed was translated from Carlisle to Chichester on 5 October 1396.[3]Reed died in June 1415.[3]",Romania,Waterford and Lismore,1394.0,Robert Reade,http://www.catholic-hierarchy.org/diocese/dwate.html,1396.0
,Romania,Waterford and Lismore,1472.0,Richard Martin,http://www.catholic-hierarchy.org/diocese/dwate.html,1474.0
,Romania,Waterford and Lismore,1475.0,John de Cutwart,http://www.catholic-hierarchy.org/diocese/dwate.html,1480.0
,Romania,Waterford and Lismore,1480.0,Nicholas O’Hennesy,http://www.catholic-hierarchy.org/diocese/dwate.html,1483.0
,Romania,Waterford and Lismore,1483.0,John Bulcomp,http://www.catholic-hierarchy.org/diocese/dwate.html,
,Romania,Waterford and Lismore,1486.0,Thomas Purcell,http://www.catholic-hierarchy.org/diocese/dwate.html,1519.0
,Romania,Waterford and Lismore,1519.0,Nicholas Comyn,http://www.catholic-hierarchy.org/diocese/dwate.html,1548.0
,Romania,Waterford and Lismore,1550.0,John Meehray (MacGrath),http://www.catholic-hierarchy.org/diocese/dwate.html,1551.0
,Romania,Waterford and Lismore,1551.0,Patrick Walsh,http://www.catholic-hierarchy.org/diocese/dwate.html,1578.0
,Romania,Waterford and Lismore,1629.0,Patrick Comerford,http://www.catholic-hierarchy.org/diocese/dwate.html,1652.0
,Romania,Waterford and Lismore,1671.0,John Brenan,http://www.catholic-hierarchy.org/diocese/dwate.html,1693.0
,Romania,Kerry,1331.0,Edmund of Caermarthem,http://www.catholic-hierarchy.org/diocese/dkerr.html,
,Romania,Kerry,1450.0,Maurice Stack,http://www.catholic-hierarchy.org/diocese/dkerr.html,1452.0
,Romania,Kerry,1452.0,Maurice MacConcubaiar,http://www.catholic-hierarchy.org/diocese/dkerr.html,1458.0
,Romania,Kerry,1458.0,John Stack,http://www.catholic-hierarchy.org/diocese/dkerr.html,1488.0
"Pick was born in Leicester. He was married to Gene Pick with two children, both sons (Peter Pick and David Pick). Pick received his education at Sidcot School, a Quaker institution in Somerset. He attended Cambridge University for a year but left at the outbreak of Second World War to join the Friends' Ambulance Unit. In the 1980s he moved to live in Balmaclellan in Galloway.[2][3]Pick was the author of the novels Out of the Pit, The Lonely Aren't Alone, Under the Crust and A Land Fit for Eros, the last co-authored with John Atkins. He also wrote a number of short stories, articles, poetry, and nonfiction works. The Last Valley was his first book to be published in the United States.",Romania,Kerry,1461.0,John Pick,http://www.catholic-hierarchy.org/diocese/dkerr.html,1473.0
"On March 4, 1948, when he was 47 years old and after battling depression for many years, Philip Stack jumped to his death from the 12th floor of his Manhattan studio at the Goodhue House Apartments.[4] His final contribution to Walter Winchell's column, titled Summary and containing Don Wahn's last despairing lines, was published one day later.[5]",Romania,Kerry,1473.0,Philip Stack,http://www.catholic-hierarchy.org/diocese/dkerr.html,1495.0
,Romania,Kerry,1495.0,John Fitzgerald,http://www.catholic-hierarchy.org/diocese/dkerr.html,1536.0
"James Michael Christopher Fitzmaurice DFC (6 January 1898 – 26 September 1965) was an Irish aviation pioneer.  He was a member of the crew of the Bremen, which made the first successful trans-Atlantic aircraft flight from East to West on 12–13 April 1928.[1]Fitzmaurice was born in Dublin, Ireland on 6 January 1898.[2] His parents were Michael FitzMaurice and Mary Agnes O'Riordan. The family resided at 35 Mountjoy Cottages on Dublin's North Circular Road.On 23 May 1902, at the age of four, Fitzmaurice moved with his parents to a house on Dublin Road, Portlaoise, Ireland.  Fitzmaurice attended St. Mary's, a Christian Brothers School in Maryborough (Portlaoise)[3] until shortly before his 16th birthday.In 1914 he joined the Irish National Volunteers. Later that year, he enlisted in the Cadet Company of the 7th Battalion of the Leinsters. He was then 16 years of age although the required minimum age was 19. Fitzmaurice was taken out by his father for being underage.[4]",Romania,Kerry,1536.0,James Fitzmaurice,http://www.catholic-hierarchy.org/diocese/dkerr.html,1583.0
"Michael Fitzwalter was born in Ireland and attended the English College of St Gregory in Seville, Spain.[1] On 9 August 1591, Michael Fitzwalter was appointed by Pope Gregory XIV as Bishop of Ardfert and Aghadoe[2][3] and consecrated in Venice on 15 August 1591.[1] Although appointed Bishop of Ardfert and Aghadoe, he never returned to Ireland and the diocese was administered by Vicars Apostolic in his absence.[1] In 1596, he was appointed by Pope Clement VIII as Auxiliary Bishop of Seville where he served until his death at Alcala del Rio, Spain in 1601.[1]While bishop, he was the principal co-consecrator of Antonio de Raya Navarrete, Bishop of Cuzco (1594).[3]",Romania,Kerry,1591.0,Michael Fitzwalter,http://www.catholic-hierarchy.org/diocese/dkerr.html,1601.0
,Romania,Kerry,1641.0,Richard O’Connell,http://www.catholic-hierarchy.org/diocese/dkerr.html,1653.0
,Romania,Glendalough,1481.0,Denis White,http://www.catholic-hierarchy.org/diocese/dg528.html,1497.0
,Romania,Glendalough,1500.0,Francisco Fitzjohn de Córdoba,http://www.catholic-hierarchy.org/diocese/dg528.html,1531.0
,Romania,Kildare and Leighlin,490.0,St. Conleth,http://www.catholic-hierarchy.org/diocese/dkild.html,519.0
,Romania,Kildare and Leighlin,1223.0,Ralph de Bristol,http://www.catholic-hierarchy.org/diocese/dkild.html,
,Romania,Kildare and Leighlin,1279.0,Nicholas Cusack,http://www.catholic-hierarchy.org/diocese/dkild.html,1299.0
"Sir Thomas Giffard (c.1491-27 May 1560) was a Tudor courtier, Staffordshire landowner and Member of the English Parliament.Thomas Giffard' father was Sir John Giffard of Chillington Hall, near Brewood, Staffordshire. Sir John was a notable courtier and soldier, as well as one of the county's wealthiest landowners, and his family had lived at Chillington since the late 12th century.[1] Thomas Gifard's mother was Jane Horde, daughter of Thomas Horde, the most important landowner in the Bridgnorth area. She died in childbirth in 1491, within a short time of his birth, although, as his exact birth date is not known, it is unclear whether it was while giving birth to him or a subsequent child.Giffard received a brief legal education. Initially he was at the Strand Inn, one of the Inns of Chancery attached to the Middle Temple.[2] On 11 November 1512 he was admitted to the Inner Temple.His father remarried by 1515 to Elizabeth Gresley, widow of Sir John Montgomery of Cubley, Derbyshire. At the same time or a little later, Thomas Giffard married his step-mother's daughter, Dorothy, who was about two years younger than himself. As Dorothy was the heir to the Montgomery estates, Giffard was able to set himself up in modest comfort and security, independently of his father.",Romania,Kildare and Leighlin,1352.0,Thomas Giffard,http://www.catholic-hierarchy.org/diocese/dkild.html,1365.0
,Romania,Kildare and Leighlin,1464.0,Richard Lang,http://www.catholic-hierarchy.org/diocese/dkild.html,1474.0
,Romania,Kildare and Leighlin,1474.0,David Conel,http://www.catholic-hierarchy.org/diocese/dkild.html,1475.0
,Romania,Kildare and Leighlin,1475.0,James Wall,http://www.catholic-hierarchy.org/diocese/dkild.html,1485.0
"Born in Cleveland, Ohio, March 27, 1842, he moved to Illinois in May 1858 with his parents, who settled in Hillsboro, Montgomery County. Lane attended the common schools and graduated from Hillsboro Academy, then became a schoolteacher for several years. Lane then read law, and was admitted to the Illinois bar in February 1865. He began his legal practice in Hillsboro, and served as the city attorney for three years. Local voters elected him judge of the Montgomery County Court in November 1869, and he served until 1873. Lane won election as a Democrat to the Fiftieth and to the three succeeding Congresses (March 4, 1887 – March 3, 1895). He rose; chairman, Committee on Militia (Fifty-second Congress). Defeated for reelection in 1894 to the Fifty-fourth Congress by Republican James A. Connolly, Lane resumed his legal practice in Hillsboro. Lane died on October 30, 1912, and was interred in Oak Grove Cemetery.",Romania,Kildare and Leighlin,1480.0,Edward Lane,http://www.catholic-hierarchy.org/diocese/dkild.html,1513.0
"Dillon was born in Canton, Ohio and was a resident of nearby Magnolia. He had a wife and son and was employed for twelve years as a draftsman at the Canton Ohio Waterworks. Between the period of April 1, 1989 to April 5, 1992, Dillon shot and killed five people in Ohio. His fourth victim, Claude Hawkins, was shot on federal property and was the reason the FBI stepped in to join the investigation along with officers from the other three counties and the Ohio Department of Natural Resources. It was after this that the death of Kevin Loring was changed from an accident to a homicide.[citation needed]Ten days after the task force meeting, Dillon would shoot his fifth victim, Gary Bradley, in Noble County, Ohio. Dillon was placed under surveillance in 1992 when a friend reported him after hearing the task force's initial press release concerning the murders. Larry Oller of Barnhill, Ohio was later shot at by Dillon while out hunting in Tuscarawas County, but he escaped uninjured. Dillon was arrested on a weapons charge on November 27, 1992, and he was placed under probation for owning a suppressor.[citation needed]After the death penalty was removed as an option for punishment, Dillon admitted to the killings. On July 12, 1993 at the Noble County Courthouse, Dillon pleaded guilty to the five murders. Dillon was incarcerated at the Southern Ohio Correctional Facility for five consecutive sentences of thirty years to life for aggravated murder.[1]After an attempt by Dillon's wife to sell Dillon's story to Hollywood, Jean Paxton, Jamie Paxton's mother, and Ohio State Senator Bob Ney, passed the Paxton Bill, which barred killers or their relatives from profiting from their crimes.[citation needed]",Romania,Kildare and Leighlin,1526.0,Thomas Dillon,http://www.catholic-hierarchy.org/diocese/dkild.html,1529.0
"He was born about 1470,  the second son of Sir William Wellesley (c.1443-1502)  of Dangan,  County Meath and  his wife Ismay, daughter of Sir Thomas Fitz-Christopher Plunket, Lord Chief Justice of Ireland and his second wife Marian Cruise.[1] His brother Garrett (died 1538) was an ancestor of the Duke of Wellington.Walter was educated at the University of Oxford, and was said to  have been  one of the outstanding scholars of his time.[2] He became an Augustinian friar, and before 1520 became prior of their house at Great Connell near Newbridge, County Kildare. For the rest  of his life he showed great concern for the welfare of the Priory.Wellesley  was called a man who ""had a singular mind towards the maintenance of English rule in Ireland"", and as a result he enjoyed the trust of Henry VIII. Henry proposed him as Bishop of Limerick, but the choice was rejected by the Pope. In 1520 Surrey,  the Lord Deputy of Ireland suggested him as Bishop of Cork, but Wellesley himself rejected the proposal when told that if he accepted the see of Cork  he could not remain Prior of Great Connell. Finally in 1529 he became Bishop of Kildare, on condition he could also remain Prior. He was Master of the Rolls in  1521-2.[3]Though he was trusted by the Crown to carry out its policies faithfully, Wellesley showed little enthusiasm for the Reformation. At the Dissolution of the Monasteries, his great concern was to ensure the survival of Great Connell. In 1537 he asked for it to be exempted  from confiscation on the ground that it was part of the Diocese of Kildare. His assurance to Thomas Cromwell that ""no brother is elected unless he be of the English nation"" was  not necessarily a sign of anti-Irish prejudice, since monasteries within the Pale were not permitted to admit Irish monks, and he may simply have been stressing that Great Connell observed this rule strictly.",Romania,Kildare and Leighlin,1529.0,Walter Wellesley,http://www.catholic-hierarchy.org/diocese/dkild.html,1539.0
,Romania,Kildare and Leighlin,1540.0,Donald O’Beachan,http://www.catholic-hierarchy.org/diocese/dkild.html,1540.0
,Romania,Kildare and Leighlin,1540.0,Thaddeus Reynolds,http://www.catholic-hierarchy.org/diocese/dkild.html,1555.0
,Romania,Kildare and Leighlin,1555.0,Thomas Leverus,http://www.catholic-hierarchy.org/diocese/dkild.html,1577.0
"Roche MacGeoghegan (1580 – 26 May 1644), also known as Roque de la Cruz, was a seventeenth-century Irish Dominican prelate and Tridentine reformist. A member of an aristocratic family from County Westmeath, he obtained a mostly Roman Catholic childhood education before, in his twenties, moving to Iberia and entering the Dominican Order. After many years promoting the revitalisation of the Order in Ireland, from Ireland and Continental Europe, he was considered unsuccessfully for the archbishopric of Armagh in 1625 and then successfully for the bishopric of Kildare in 1629, gaining himself the title of Ross, al Roche, D.D., Bishop of Kildare.[1] After a dozen years as bishop, his health slowly declined and he died in 1644. His nephew was historian and translator Conall MacGeoghegan.Born in 1580, Roche was the sixth son of Giles (Giles) ""Sheila"" O'Dempsey (1561-1619) and Ross MacGeoghegan (1549-1580), chief of the MacGeoghegan kindred of Moycashel, County Westmeath.[2] His family had a background of involvement in the Irish Counter-Reformation.[2] Later, two of his cousins became Dominican friars, and another cousin, Anthony MacGeoghegan, became the Roman Catholic Bishop of Clonmacnoise.[3]Despite being educated in a Protestant school for 6 months, the bulk of MacGeoghegan's early education was in the hands of Catholics, men such as the Westmeath priest John Power, as well as Catholic laymen in Westmeath and County Tipperary.[2] He travelled to Lisbon in 1600 and joined the Dominican Order, acquiring the name Roque de la Cruz.[2] At the Irish College in Lisbon he spent many months learning the Humanities, before he moved to Salamanca in 1601 .[2]MacGeoghegan spent 8 years at Salamanca, during many of which he lectured to students from Ireland.[2] From 1614 onwards he was active in Ireland in the service of his Order, promoting and reorganising the Dominicans on the island, who had declined almost to oblivion in the previous century.[2] He served as Vicar of the Dominican Order in Ireland between 1614 and 1617.[2] The revitalisation of the Order played an important part in the Irish counter-Reformation, and MacGeoghegan's leadership in this task required grants from the Pope to read banned texts, to grant marriage dispensation and to celebrate the sacraments anywhere on the island.[2]",Romania,Kildare and Leighlin,1629.0,Roche MacGeoghegan,http://www.catholic-hierarchy.org/diocese/dkild.html,1641.0
,Romania,Kildare and Leighlin,1676.0,Mark Forstall,http://www.catholic-hierarchy.org/diocese/dkild.html,1683.0
,Romania,Kildare and Leighlin,1683.0,Edward Wesley,http://www.catholic-hierarchy.org/diocese/dkild.html,1691.0
,Romania,Clonmacnoise,1281.0,Gilbert,http://www.catholic-hierarchy.org/diocese/dc554.html,1289.0
,Romania,Clonmacnoise,1458.0,William,http://www.catholic-hierarchy.org/diocese/dc554.html,1484.0
